Menu item,Meal Type,Food Type
Galette des rois,Dessert,Blé Seigle
Salade coleslaw,Accompagnement,type chou
Île flottante,Dessert,Oeuf
Tarte vegetale,Entrée,Legumes autres
Salade verte,Accompagnement,Legumes autres
Paté de volaille,Entrée,Volaille
Marmelade de pommes,Dessert,fruits autre
Roti de dinde,Plat,Volaille
Clémentines,Dessert,agrumes
Emmental,Fromage,Fromage
Carré bio°,Fromage,Fromage
Poisson sauce crème,Plat,Poissons
Purée de légumes verts,Accompagnement,Legumes autres
Beignet au chocolat,Dessert,Blé Seigle
Carottes râpées bio°,Entrée,legumes racines
Rillettes de thon et citron,Entrée,Poissons
Salade verte,Accompagnement,Legumes autres
Lasagnes* napolitaines,Plat,Blé Seigle
Yaourt fermier bio °/ miel,Dessert,Lait
Fromage bio,Fromage,Fromage
Roulé au fromage,Entrée,Fromage
Poire,Dessert,fruits autre
Carottes bio,Accompagnement,legumes racines
Poisson meunière,Plat,Poissons
brocolis),Accompagnement,Legumes autres
Pilon de poulet confit,Plat,Volaille
Potage de légumes,Entrée,Legumes autres
croûtons,Accompagnement,Blé Seigle
Tomme blanche,Fromage,Fromage
Banane,Dessert,Banane
haricots verts,Accompagnement,Legumes autres
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,Legumes autres
Crème dessert vanille,Dessert,Lait
Sauce bolognaise végétale,Plat,Soja et composé
Galette de soja tomate / basilic et sa sauce tomate,Plat,Soja et composé
Riz et sauce tomate,Accompagnement,Riz
Endives / demi oeuf bio°,Entrée,Legumes autres
Yaourt au citron BBC°,Dessert,Lait
Biscuit Petit Lu,Dessert,Blé Seigle
Jambon fumé,Entrée,Porc
Celeri remoulade,Entrée,legumes racines
Petits-pois,Accompagnement,Legumineuse autre
Creme dessert chocolat,Dessert,Lait
Haché de poulet*,Plat,Volaille
Pâtes,Accompagnement,Blé Seigle
salade douceur au thon,Entrée,Poissons
Ketchup,Accompagnement,Tomates
Fromage Chanteneige,Fromage,Fromage
Salade de riz (riz,Accompagnement,Riz
Boeuf* sauce aux champignons,Plat,Boeuf
Carottes rondelles bio,Accompagnement,legumes racines
Ananas,Dessert,fruits autre
maïs,Accompagnement,Mais
poivrons),Accompagnement,Legumes autres
carottes,Accompagnement,legumes racines
Mimolette,Fromage,Fromage
Choux blancs bio° à la mimolette,Accompagnement,type chou
Pomme bio°,Dessert,fruits autre
Parmentier de poisson,Plat,Poissons
Salade verte,Accompagnement,Legumes autres
Potage au potiron,Entrée,Legumes autres
Salade verte,Accompagnement,Legumes autres
Tortilla aux pommes de terre,Plat,pomme de terre
Yaourt aux fruits mixés,Dessert,Lait
brocolis),Accompagnement,Legumes autres
Salade de lentilles,Entrée,Legumineuse autre
Banane,Dessert,Banane
haricots verts,Accompagnement,Legumes autres
Saint-Nectaire,Fromage,Fromage
pdt,Accompagnement,pomme de terre
Poisson meunière,Plat,Poissons
Poêlée de légumes (carottes,Accompagnement,Legumes autres
Rillettes de thon et citron,Entrée,Poissons
Salade verte,Accompagnement,Legumes autres
Lasagnes* napolitaines,Plat,Blé Seigle
Yaourt fermier bio°,Dessert,Lait
Carottes rondelles bio,Accompagnement,legumes racines
Roulé au fromage,Entrée,Fromage
Fleur dAnjou bio°,Dessert,fruits autre
Poire,Dessert,fruits autre
Poisson meunière,Plat,Poissons
brocolis),Accompagnement,Legumes autres
Pilon de poulet confit,Plat,Volaille
Potage de légumes,Entrée,Legumes autres
croûtons,Accompagnement,Blé Seigle
Camembert,Fromage,Fromage
Banane,Dessert,Banane
haricots verts,Accompagnement,Legumes autres
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,Legumes autres
Crème dessert vanille,Dessert,Lait
Sauce bolognaise végétale,Plat,Soja et composé
Galette de soja tomate / basilic et sa sauce tomate,Plat,Soja et composé
Riz et sauce tomate,Accompagnement,Riz
Endives / demi oeuf bio°,Entrée,Legumes autres
Lait bio,Dessert,Lait
Madeleine,Dessert,Blé Seigle
Jambon fumé,Entrée,Porc
Celeri remoulade,Entrée,legumes racines
Petits-pois,Accompagnement,Legumineuse autre
Paëlla au poulet,Plat,Riz
salade douceur au thon,Entrée,Poissons
Île flottante,Dessert,Oeuf
Boeuf* sauce aux champignons,Plat,Boeuf
Chèvre frais,Fromage,Fromage
Ananas,Dessert,fruits autre
Salade de pâtes Napoli,Entrée,Blé Seigle
Haricots verts,Accompagnement,Legumes autres
Choux blancs bio°,Accompagnement,type chou
Creme dessert chocolat,Dessert,Lait
Mimolette,Fromage,Fromage
Parmentier de poisson,Plat,Poissons
Salade verte,Accompagnement,Legumes autres
Tarte végétale aux lentilles,Entrée,Legumineuse autre
Yaourt au citron BBC°,Dessert,Lait
Salade de mache,Entrée,Legumes autres
Oeufs durs à la mayonnaise,Entrée,Oeuf
Carré bio°,Fromage,Fromage
Purée de légumes verts,Accompagnement,Legumes autres
Petits panés de volaille*,Plat,Volaille
Carottes râpées bio°,Entrée,legumes racines
Eclair au chocolat,Dessert,Blé Seigle
Yaourt aux fruits mixés,Dessert,Lait
Blanquette de veau*,Plat,Boeuf
Pâtes,Accompagnement,Blé Seigle
Radis bio,Entrée,legumes racines
Salade de riz (riz,Accompagnement,Riz
Edam,Fromage,Fromage
Poisson meunière,Plat,Poissons
Gratin de choux fleurs,Accompagnement,type chou
Pomme bio°,Dessert,fruits autre
Orange,Dessert,agrumes
Pizza,Plat,Blé Seigle
Rôti de porc,Plat,Porc
Marmelade de pomme,Dessert,fruits autre
Tomme noire,Fromage,Fromage
Yaourt fermier bio °/ miel,Dessert,Lait
Sauce bolognaise végétale,Plat,Soja et composé
Riz et sauce tomate,Accompagnement,Riz
Mimolette,Fromage,Fromage
Poisson pané,Plat,Poissons
Dés de betteraves,Entrée,legumes racines
Tortilla aux pommes de terre,Plat,pomme de terre
Saint-Paulin,Fromage,Fromage
Ratatouille,Accompagnement,Legumes autres
Poire,Dessert,fruits autre
Lait bio,Dessert,Lait
Semoule,Entrée,Blé Seigle
Boulettes de boeuf sauce tomate,Plat,Boeuf
Compote,Dessert,fruits autre
Pamplemousse,Entrée,agrumes
Omelette bio,Plat,Oeuf
Yaourt aromatisé,Dessert,Lait
Pommes de terre sourire,Accompagnement,pomme de terre
Ketchup,Accompagnement,Tomates
Carottes râpées bio°,Entrée,legumes racines
ora),Dessert,fruits autre
Salade de fruits frais (ananas,Dessert,fruits autre
pomme,Dessert,fruits autre
pastèque,Dessert,fruits autre
melon,Dessert,fruits autre
Mousse de foie bio°,Entrée,Volaille
Roti de dinde,Plat,Volaille
Petits-pois,Accompagnement,Legumineuse autre
Fromage Le Mouillotin,Fromage,Fromage
Poisson sauce crème,Plat,Poissons
Purée de légumes verts,Accompagnement,Legumes autres
Tarte grillée aux abricots,Dessert,fruits autre
Salade verte aux noix,Entrée,Legumes autres
Tomme blanche,Fromage,Fromage
Fromage blanc / Coulis de fruits rouges,Dessert,Lait
Lasagnes* napolitaines,Plat,Blé Seigle
Dés de betteraves,Entrée,legumes racines
Orange,Dessert,agrumes
Gouda,Fromage,Fromage
Roulé au fromage,Entrée,Fromage
Poisson meunière,Plat,Poissons
Haricots verts,Accompagnement,Legumes autres
Fromage Chanteneige,Fromage,Fromage
Pilon de poulet confit,Plat,Volaille
Epinards à la crème,Accompagnement,Legumes autres
Gaspacho / croûtons,Entrée,Legumes autres
Banane,Dessert,Banane
Sauce bolognaise végétale,Plat,Soja et composé
Riz,Accompagnement,Riz
Galette de soja tomate / basilic et sa sauce tomate,Plat,Soja et composé
Yaourt aux fruits mixés,Dessert,Lait
Yaourt fermier° miel,Dessert,Lait
Lasagnes* napolitaines,Plat,Blé Seigle
Dés de betteraves,Entrée,legumes autres
Yaourt aromatisé,Dessert,Lait
Choux blancs bio à la mimolette,Plat,type chou
Purée de pommes de terre,Accompagnement,pomme de terre
Poisson pané,Plat,Poissons
Omelette bio,Plat,oeufs
Roulé au fromage,Fromage,Fromage
Kiwi bio°,Dessert,fruits autre
Courgettes à la tomate,Accompagnement,legumes autres
Emmental,Fromage,Fromage
Hachis Parmentier*,Plat,pomme de terre
Île flottante,Dessert,Lait
Salade verte aux dés de gruyère,Entrée,Fromage
Chili de légumes au tofu bio riz,Plat,Soja et composé
Concombres sauce crème,Entrée,Concombre
Fromage blanc / miel,Fromage,Fromage
Viande de volaille Kebab,Plat,Volaille
Edam,Fromage,Fromage
Pizza au fromage,Plat,Fromage
Haricots verts/haricots beurre,Accompagnement,legumineuse autre
Fraises à la chantilly,Dessert,fruits autre
Epinards à la crème,Accompagnement,legumes autres
Tarte aux pommes,Dessert,fruits autre
Radis bio,Entrée,legumes racines
Tomme noire,Fromage,Fromage
Poisson meunière,Plat,Poissons
Nuggets de dinde,Plat,Volaille
Salade de fruits frais (ananas,Dessert,fruits autre
melon,Dessert,Melon
pastèque),Dessert,Melon
Ratatouille,Accompagnement,legumes autres
pomme,Dessert,fruits autre
salade de lentilles aux des de gruyere,Entrée,legumineuse autre
Marmite du Perray aux dés de saumon,Plat,Poissons
Crêpe au fromage,Plat,Fromage
Galettes de légumes,Plat,legumes autres
Kiwi bio°,Dessert,fruits autre
Morbier,Fromage,Fromage
Salade verte / demi-oeuf bio,Entrée,oeufs
Tarte au citron,Dessert,agrumes
Galette de soja tomate / basilic et sauce tomate,Plat,Soja et composé
Riz / sarrasin,Accompagnement,Blé Seigle
Pilon de poulet confit,Plat,Volaille
Tarte au fromage,Plat,Fromage
Gouda,Fromage,Fromage
Petits pois,Accompagnement,legumineuse autre
Fraises,Dessert,fruits autre
Omelette bio,Plat,oeufs
Fromage blanc BBC°,Fromage,Fromage
Concombres,Entrée,Concombre
Pâtes bio et gruyère râpé,Plat,Fromage
Carottes,Accompagnement,legumes racines
Lait bio,Accompagnement,Lait
Sauce chocolat,Dessert,Sucre Cannes
Boulettes de boeuf sauce tomate,Plat,Boeuf
Radis bio,Entrée,legumes racines
Banane,Dessert,Banane
Dés de betteraves au chèvre,Entrée,legumes autres
Parmentier de poisson,Plat,Poissons
Salade verte,Entrée,legumes autres
Ananas,Dessert,fruits autre
Melon,Entrée,Melon
Céréales gourmandes bio,Accompagnement,Blé Seigle
Dhal de lentilles bio°,Plat,legumineuse autre
Yaourt fermier bio°,Fromage,Lait
Yaourt aromatisé,Fromage,Lait
Frites,Accompagnement,pomme de terre
Burger à lémincé de dinde,Plat,Volaille
Salade verte aux graines de tournesol,Entrée,legumes autres
Gratin de choux fleurs,Plat,type chou
Sauté de boeuf* au gingembre,Plat,Boeuf
Salade de tomates,Entrée,Tomates
Camembert,Fromage,Fromage
Eclair au chocolat,Dessert,Sucre Cannes
Salade de riz (riz,Entrée,Riz
pastèque),Dessert,Melon
Poêlée de légumes,Accompagnement,legumes autres
Filet de lieu au beurre blanc,Plat,Poissons
Salade de fruits frais (ananas,Dessert,fruits autre
melon,Dessert,Melon
maïs,Accompagnement,Mais
Saint-Paulin,Fromage,Fromage
pomme,Dessert,fruits autre
poivrons),Accompagnement,legumes autres
carottes,Accompagnement,legumes racines
Purée de brocolis,Accompagnement,legumes autres
Cantal,Fromage,Fromage
Rôti de porc au jus°,Plat,Porc
Fraises,Dessert,fruits autre
Salade de pâtes Napoli,Entrée,Blé Seigle
Blanquette de veau*,Plat,Veau
Flan caramel,Dessert,Lait
Concombres,Entrée,Concombre
Gratin dauphinois,Accompagnement,pomme de terre
Petits suisses aromatisés,Fromage,Lait
Lasagnes* napolitaines,Plat,Blé Seigle
Fromage Chanteneige,Fromage,Fromage
Pastèque,Entrée,Melon
Crème dessert lait et chocolat,Dessert,Lait
Tortilla aux pommes de terre,Plat,pomme de terre
Salade verte,Entrée,legumes autres
Crêpe au fromage,Plat,Fromage
Sauté de dinde sauce forestière,Plat,Volaille
Fromage bio,Fromage,Fromage
haricots verts,Accompagnement,legumineuse autre
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,legumes racines
brocolis),Accompagnement,legumes autres
Fraises,Dessert,fruits autre
Epinards à la crème,Accompagnement,legumes autres
Tarte au citron,Dessert,agrumes
Mimolette,Fromage,Fromage
Salade de tomates,Entrée,Tomates
Poisson pané,Plat,Poissons
Salade de fruits frais (ananas,Dessert,fruits autre
melon,Dessert,Melon
pomme),Dessert,fruits autre
Riz,Accompagnement,Riz
Galette de soja tomate / basilic et sauce tomate,Plat,Soja et composé
Dés de betteraves au chèvre,Entrée,legumes autres
pastèque,Dessert,Melon
Yaourt fermier bio°,Fromage,Lait
Rôti de dinde au jus,Plat,Volaille
Salade verte au surimi,Entrée,Poissons
Pommes noisettes,Accompagnement,pomme de terre
Tomme blanche,Fromage,Fromage
Banane,Dessert,Banane
Poisson meunière,Plat,Poissons
Tarte au fromage,Plat,Fromage
Courgettes à la tomate,Accompagnement,legumes autres
Île flottante,Dessert,Lait
Lasagnes végétales,Plat,legumes autres
Batonnets de concombres sauce crème,Entrée,Concombre
Salade verte,Entrée,legumes autres
Filet de poulet,Plat,Volaille
Lait bio,Accompagnement,Lait
Fondant au chocolat,Dessert,Sucre Cannes
Ratatouille,Accompagnement,legumes autres
Melon,Entrée,Melon
Sauté de veau* sauce aigre douce,Plat,Veau
Galettes de légumes,Plat,legumes autres
Radis bio,Entrée,legumes racines
Fromage blanc bbc avec sucre et fraises,Fromage,Fromage
Cerises,Dessert,fruits autre
Marmite du Perray,Plat,legumes autres
Tomates (maison),Entrée,Tomates
Pommes rissolées,Accompagnement,pomme de terre
Sauce bolognaise végétale,Plat,Tomates
Pâtes semi-complètes bio,Accompagnement,Blé Seigle
Gruyère râpé,Fromage,Fromage
Crème dessert caramel,Dessert,Lait
Pastèque,Entrée,Melon
Mogettes,Accompagnement,legumineuse autre
Gaspacho,Entrée,legumes autres
Yaourt vanille BBC°,Fromage,Lait
Pilon de poulet confit,Plat,Volaille
Carré bio°,Fromage,Fromage
Tarte grillée aux abricots,Dessert,fruits autre
Haricots verts/haricots beurre,Accompagnement,legumineuse autre
Rillette de thon individuel,Entrée,Poissons
Sauté de porc BBC°,Plat,Porc
Cerises,Dessert,fruits autre
tomates et concombres,Entrée,Tomates
Brocolis,Accompagnement,legumes autres
Salade de blé bio,Entrée,Blé Seigle
Camembert,Fromage,Fromage
Poisson meunière,Plat,Poissons
Poêlée de légumes (carottes,Accompagnement,legumes racines
brocolis),Accompagnement,legumes autres
pdt,Accompagnement,pomme de terre
Compote de pommes / biscuit,Dessert,fruits autre
Pizza au fromage,Plat,Fromage
Saint-Paulin,Fromage,Fromage
haricots verts,Accompagnement,legumineuse autre
Emincé de volaille sauce Normande,Plat,Volaille
Melon,Entrée,Melon
Yaourt aux fruits mixés,Fromage,Lait
Rôti de porc,Plat,Porc
Ratatouille/ ble bio maison,Accompagnement,legumes autres
Riz basmati,Accompagnement,Riz
Radis,Entrée,legumes racines
Dhal de lentilles bio°,Plat,legumineuse autre
Creme dessert chocolat,Dessert,Lait
Burger de thon,Plat,Poissons
Chips,Accompagnement,pomme de terre
Yaourt nature sans sucre,Fromage,Lait
Biscuit moëlleux bio,Dessert,Blé Seigle
Salade verte,Entrée,legumes autres
Melon,Entrée,Melon
Lasagnes végétales,Plat,legumes autres
Salade verte,Entrée,legumes autres
Yaourt vanille BBC°,Fromage,Lait
Pilon de poulet confit,Plat,Volaille
Raisin,dessert,Bais et Raisins
Lentilles bio,Accompagnement,Legumineuse autre
Concombres,Entrée,legumes autres
Haricots verts/haricots beurre,Accompagnement,legumes autres
Rôti de boeuf*,Plat,Boeuf
Tomme noire,fromage,Fromage
Prunes Reine-Claude,dessert,fruits autre
Tarte au fromage ,dessert,Fromage
Epinards à la crème,Accompagnement,legumes autres
Carré bio°,fromage,Fromage
Choux rouges bio°,Accompagnement,type chou
Poisson meunière,Plat,Poissons
Eclair au chocolat,dessert,Sucre blanc
brocolis),Accompagnement,legumes autres
Petits panés de volaille*,Plat,Volaille
Pomme bio°,dessert,fruits autre
Cantal,fromage,Fromage
haricots verts,Accompagnement,legumes autres
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,legumes autres
Salade de pâtes Napoli,Entrée,Blé Seigle
Emincé de boeuf* thaï,Plat,Boeuf
Riz basmati,Accompagnement,Riz
Pastèque,dessert,fruits autre
Fromage blanc bbc et miel,dessert,Fromage
Fromage Chanteneige,fromage,Fromage
Gaspacho / croûtons,Entrée,legumes autres
Tortilla aux pommes de terre,Plat,pomme de terre
Banane,dessert,Banane
Salade verte,Entrée,legumes autres
Yaourt aromatisé,dessert,Lait
Poisson,Plat,Poissons
Radis bio,Entrée,legumes racines
Pommes vapeur cube bio dÉs (rÉpartie),Accompagnement,pomme de terre
Hachis Parmentier*,Plat,pomme de terre
Île flottante,dessert,Lait
Melon,dessert,fruits autre
Salade verte,Entrée,legumes autres
sauce tomate ,Accompagnement,Tomates
Riz basmati,Accompagnement,Riz
Raisin,dessert,Bais et Raisins
Falafels bio aux pois chiches et patate douce sauce tomate,Plat,Legumineuse autre
Betteraves aux dés de gruyère,Entrée,legumes racines
Mâche aux graines de tournesol bio,Entrée,legumes autres
Biscuit petit beurre,dessert,Sucre blanc
Crème dessert chocolat bio°,dessert,Sucre blanc
Carottes bio°,Accompagnement,legumes racines
Poulet fermier dAncenis,Plat,Volaille
Tarte au citron,dessert,fruits autre
Ratatouille,Accompagnement,legumes autres
Poisson pané,Plat,Poissons
Camembert,fromage,Fromage
Concombres,Entrée,legumes autres
Paupiette de volaille forestiere,Plat,Volaille
Pizza au fromage,Plat,Fromage
Pomme bio°,dessert,fruits autre
Cantal,fromage,Fromage
Purée de courge maison,Accompagnement,legumes racines
Flan caramel,dessert,Lait
Pommes rissolées,Accompagnement,pomme de terre
Choux rouges bio°,Accompagnement,type chou
Sauté de boeuf* fermier,Plat,Boeuf
Timbale de pätes bio au tofu fumé bio,Plat,Soja et composé
Yaourt au citron BBC°,dessert,Lait
Carottes râpées bio,Entrée,legumes racines
Gateau au fromage blanc BBC°,dessert,Fromage
Viande de volaille Kebab,Plat,Volaille
Radis bio,Entrée,legumes racines
Haricots verts/haricots beurre,Accompagnement,legumes autres
Yaourt fermier bio°,dessert,Lait
Omelette bio,Plat,oeufs
Concombres,Entrée,legumes autres
Ratatouille/ ble bio  maison,Accompagnement,legumes autres
Blanquette de veau bio°,Plat,Boeuf
Raisin,dessert,Bais et Raisins
Galettes de légumes,Plat,legumes autres
Crêpe tomate / mozzarella bio,Entrée,Tomates
Tomme blanche,fromage,Fromage
Riz basmati,Accompagnement,Riz
Betteraves,Entrée,legumes racines
Poire,dessert,fruits autre
Emmental,fromage,Fromage
Lieu sauce du Perray,Plat,Poissons
Petits suisses aromatisés,dessert,Lait
Salade verte  + graine de tournesol,Entrée,legumes autres
Dhal de lentilles bio°,Plat,Legumineuse autre
Céréales gourmandes bio,dessert,Blé Seigle
Haché de poulet*,Plat,Volaille
Pomme bio°,dessert,fruits autre
Frites,Accompagnement,pomme de terre
Ketchup,Accompagnement,Tomates
Haché de poulet*,Plat,Volaille
Yaourt fermier bio°,dessert,Lait
Frites,Accompagnement,pomme de terre
Carottes râpées bio,Entrée,legumes racines
Fromage Chanteneige,fromage,Fromage
Salade de mâche et maïs,Entrée,legumes autres
Gratin de choux fleurs,Accompagnement,type chou
Rôti de boeuf*,Plat,Boeuf
Banane,dessert,Banane
Riz basmati,Accompagnement,Riz
Salade douceur aux noix,Entrée,fruits autre
Fleur dAnjou bio°,fromage,Fromage
Poire,dessert,fruits autre
Filet de lieu au beurre blanc,Plat,Poissons
